Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist
1135,0.000965,0.607,212040,0.889,0.0,9,0.0839,-4.034,1,0.0394,100.034,4.0,0.376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
26,0.341,0.411,199500,0.684,1.42e-06,11,0.198,-6.889,0,0.383,110.016,4.0,0.598,1,Lose My Mind,A-Trak
451,0.0914,0.568,277335,0.662,0.459,8,0.317,-10.651,0,0.257,173.937,4.0,0.452,1,Slow Peels,Com Truise
903,0.0245,0.803,316373,0.427,0.405,8,0.0953,-10.819,1,0.0509,118.008,4.0,0.451,1,Dorothy,Polo & Pan
1512,0.92,0.442,408600,0.124,0.605,3,0.21,-22.227,1,0.0388,65.003,4.0,0.205,0,I'll Let You Know,David Hazeltine
775,0.0454,0.895,194133,0.783,0.0,6,0.137,-4.983,1,0.102,147.65,4.0,0.696,1,North North,Project Pat
463,0.00649,0.805,213280,0.596,0.00772,7,0.299,-6.007,1,0.119,81.004,4.0,0.753,1,You Don't Love Me (No No No),Dawn Penn
878,0.149,0.71,255333,0.959,2.1e-05,1,0.336,-6.697,0,0.209,108.006,4.0,0.492,1,Apollo Throwdown (Star Slinger Remix),The Go! Team
1228,0.0532,0.709,189333,0.697,5.15e-05,2,0.349,-3.471,1,0.0275,112.017,4.0,0.78,0,Cool,Gwen Stefani
1802,0.0368,0.277,244413,0.604,0.0,0,0.365,-3.778,0,0.062,199.519,3.0,0.28,0,Mad Love.,JoJo
880,0.349,0.545,212147,0.507,2.92e-06,0,0.157,-7.534,0,0.0392,124.311,4.0,0.685,1,Dirt And Grime,Fathers Children
262,0.108,0.53,194613,0.433,0.0,6,0.135,-10.598,1,0.185,160.14,4.0,0.272,1,Exchange,Bryson Tiller
1308,0.000393,0.456,217133,0.97,0.0432,1,0.0914,-4.655,1,0.175,124.976,4.0,0.0399,0,Spiteful Nature,I Shall Devour
98,0.716,0.685,427227,0.423,0.518,11,0.0765,-9.031,0,0.0475,138.034,4.0,0.649,1,The Gaudy Side of Town,Gayngs
408,0.124,0.85,311120,0.818,0.00135,0,0.349,-8.623,1,0.0904,105.266,4.0,0.845,1,More Bounce To The Ounce,Zapp
36,0.297,0.722,175613,0.823,0.0,7,0.489,-3.916,1,0.081,148.23,4.0,0.855,1,Poppin' My Collar,Three 6 Mafia
1267,0.298,0.588,228453,0.58,0.0,0,0.0811,-7.833,1,0.0272,138.013,4.0,0.492,0,Find You Here,Ellie Holcomb
84,0.193,0.867,460400,0.733,0.000219,10,0.749,-7.54,0,0.237,97.835,4.0,0.761,1,The Payback,James Brown
1332,0.00029,0.424,271560,0.992,2.13e-05,5,0.322,-2.976,0,0.19,145.144,4.0,0.0914,0,Beautiful Agony,Within The Ruins
1606,0.0682,0.412,257846,0.83,0.00739,3,0.108,-4.976,0,0.0651,127.894,4.0,0.239,0,Last Chance,Kaskade
739,0.000986,0.771,218356,0.857,0.0161,8,0.323,-6.114,0,0.102,108.03,4.0,0.66,1,Razor,ASTR
46,0.00182,0.7,386160,0.756,0.711,2,0.0575,-10.714,1,0.0575,114.28,4.0,0.947,1,Fantastic Man,William Onyeabor
477,0.233,0.328,225627,0.827,0.00517,6,0.632,-2.545,0,0.252,103.127,4.0,0.709,1,Embody,Sebastian
884,0.00543,0.363,178772,0.755,0.00105,1,0.084,-6.654,0,0.12,114.407,4.0,0.736,1,Only You,Mac Demarco
1706,0.00634,0.637,195167,0.507,0.0,6,0.386,-9.59,0,0.0283,105.932,4.0,0.566,0,Strong Enough,Kina Grannis
1041,0.144,0.631,227573,0.658,0.0,5,0.22,-5.313,1,0.0281,80.996,4.0,0.692,0,All On Me,Devin Dawson
1049,0.0558,0.523,214800,0.725,6.96e-06,2,0.0937,-5.448,1,0.0339,155.855,4.0,0.52,0,Every Time I Hear That Song,Blake Shelton
1518,0.859,0.456,243013,0.257,0.475,10,0.111,-16.877,0,0.0298,104.311,4.0,0.171,0,Leave Me Here,Triosence
1983,0.626,0.682,224000,0.518,0.43,8,0.0552,-10.089,1,0.227,118.539,4.0,0.963,0,Sah,Al Massrieen
1008,0.671,0.539,166304,0.74,0.0,6,0.12,-7.157,0,0.401,139.608,4.0,0.645,1,Toothache,Jaykae
976,0.0216,0.709,343800,0.669,0.0125,11,0.146,-8.422,0,0.0409,105.004,4.0,0.106,1,Something About You - ODESZA Remix,Hayden James
583,0.432,0.744,232611,0.685,0.0,7,0.319,-8.332,1,0.34,87.675,4.0,0.56,1,Do You Like It? (Feat. Kool A.D),Chaz Van Queen
1473,0.000817,0.68,192200,0.941,0.621,0,0.0852,-8.093,1,0.0532,124.035,4.0,0.338,0,The Jam,Kideko
1154,0.00464,0.565,225526,0.771,0.0,1,0.0568,-5.22,1,0.212,168.385,4.0,0.551,0,Good Life (with G-Eazy & Kehlani),G-Eazy
382,0.765,0.561,213786,0.896,0.685,2,0.124,-4.903,1,0.0528,86.808,4.0,0.654,1,Indian Food,Dumbo Gets Mad
898,0.0125,0.634,405933,0.858,0.84,1,0.0984,-11.661,1,0.0417,123.991,4.0,0.233,1,Delorean Dynamite,Todd Terje
714,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4.0,0.614,1,Jack,Breach
827,0.0339,0.422,259301,0.851,0.0,11,0.152,-4.031,1,0.0398,93.649,4.0,0.667,1,Easy Rider,Action Bronson
823,0.11,0.589,382733,0.616,0.204,5,0.0721,-9.475,0,0.0312,96.616,4.0,0.869,1,Give Me The Sunshine,Leo's Sunshipp
120,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4.0,0.221,1,No Type,Rae Sremmurd
1932,0.0559,0.514,254027,0.911,0.0,1,0.775,-2.027,0,0.41,161.109,4.0,0.614,0,Survivor,Destiny's Child
121,0.0127,0.443,318750,0.645,0.952,6,0.122,-6.24,1,0.0515,128.044,4.0,0.138,1,Chasing Heaven,Bassnectar
859,0.00325,0.686,280480,0.61,0.000123,5,0.0984,-7.952,0,0.0297,143.598,4.0,0.861,1,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo
331,0.00909,0.646,279200,0.621,0.000124,0,0.249,-11.358,1,0.0747,90.986,4.0,0.408,1,World Restart,Kindness
929,0.189,0.622,319125,0.752,0.0124,4,0.0443,-6.964,0,0.124,126.047,4.0,0.576,1,Hush,Magic City Hippies
325,0.0138,0.677,144280,0.905,0.0,6,0.219,-4.597,1,0.0721,89.988,4.0,0.742,1,Swords,M.I.A.
93,0.00488,0.601,467587,0.873,0.0365,1,0.113,-5.866,0,0.0448,124.997,4.0,0.566,1,Let It Happen,Tame Impala
362,0.0466,0.784,252663,0.803,1.57e-05,9,0.0773,-3.458,0,0.0597,111.044,4.0,0.79,1,Number One,Tuxedo
118,0.00256,0.618,196693,0.717,0.0,7,0.625,-5.738,1,0.318,190.05,4.0,0.601,1,679 (feat. Remy Boyz),Fetty Wap
1593,0.278,0.693,87705,0.578,1.52e-06,0,0.121,-11.129,1,0.18,78.158,4.0,0.851,0,"Icy, Creamy Ice Cream",Barney
1588,0.519,0.567,160133,0.436,0.0,2,0.247,-9.45,1,0.158,97.206,4.0,0.598,0,Mosquito Burrito,Roger Day
484,0.000407,0.796,279952,0.774,0.812,9,0.0784,-4.833,0,0.0509,124.989,4.0,0.327,1,La Funky,Destructo feat. Oliver
1728,0.105,0.563,235853,0.487,0.0,2,0.0884,-7.775,1,0.0234,142.53,3.0,0.248,0,I'll Make Love To You,Boyz II Men
581,0.0119,0.473,196664,0.794,0.00218,9,0.418,-5.151,1,0.0462,139.313,4.0,0.293,1,Harlem Shake,Baauer
234,0.0608,0.42,151853,0.776,0.0107,11,0.248,-8.827,1,0.0451,114.217,4.0,0.416,1,It #1,Ty Segall
1752,0.26,0.725,296693,0.487,1.09e-05,8,0.431,-5.959,0,0.0368,136.086,4.0,0.595,0,I Wanna Know,Joe
638,0.000423,0.723,358436,0.669,0.936,11,0.0751,-5.026,0,0.0582,126.013,4.0,0.156,1,For Your Love - Olav Basoski Remix,The Partysquad
1210,0.0183,0.745,189959,0.714,0.0,1,0.0636,-5.501,0,0.0302,120.025,4.0,0.847,0,Maps,Maroon 5
1756,0.265,0.622,220853,0.503,0.000473,8,0.0596,-6.417,1,0.0433,93.984,4.0,0.6,0,Sexy Love,Ne-Yo
1119,0.0685,0.712,199281,0.841,7.87e-05,7,0.0672,-5.432,0,0.0455,98.003,4.0,0.656,0,Ando buscando (feat. Piso 21),Carlos Baute
457,0.0693,0.646,180036,0.947,0.0,1,0.283,-2.762,1,0.119,164.111,4.0,0.957,1,Dutchie Courage,Star Slinger
432,0.198,0.507,286413,0.739,0.865,2,0.185,-9.728,1,0.04,87.569,4.0,0.17,1,Before,Washed Out
923,0.0112,0.465,232867,0.727,0.802,8,0.0964,-5.181,0,0.0353,118.149,4.0,0.47,1,Carl Sagan,Night Moves
1441,0.00145,0.715,183752,0.964,0.468,0,0.174,-4.71,0,0.0651,128.059,4.0,0.307,0,One Life Short,Geoxor
1395,0.772,0.598,224779,0.515,4.91e-06,5,0.164,-4.695,0,0.0363,117.762,3.0,0.377,0,I Don't Want,Jungkey
1877,0.00832,0.64,268360,0.864,0.0,7,0.123,-6.576,1,0.0315,102.026,4.0,0.735,0,Semi-Charmed Life,Third Eye Blind
855,0.813,0.745,132947,0.544,0.0,5,0.0975,-9.137,0,0.0654,125.345,4.0,0.776,1,Three Cool Cats,The Coasters
1498,0.393,0.602,200187,0.707,0.0,11,0.165,-4.097,1,0.302,75.09,4.0,0.539,0,Human,Rag'n'Bone Man
819,0.00497,0.376,825027,0.801,0.149,2,0.683,-10.662,0,0.0474,152.826,4.0,0.807,1,Southern Man - Live,"Crosby, Stills, Nash & Young"
772,0.00118,0.682,295020,0.953,0.622,11,0.256,-3.873,0,0.0474,124.996,4.0,0.324,1,Coucou disco,Dim Sum
1398,0.804,0.792,293458,0.15,1.3e-05,1,0.0704,-15.644,1,0.0486,83.625,4.0,0.33,0,물 Water,권나무 Kwon Tree
1427,0.0171,0.801,160000,0.642,0.000946,9,0.112,-5.926,0,0.0903,126.013,4.0,0.703,0,Humble,Wahlstedt
1450,0.0235,0.714,176250,0.851,0.00697,6,0.1,-3.387,0,0.121,128.004,4.0,0.692,0,Move On Me,Tom & Jame
1509,0.0234,0.556,244014,0.802,0.0,5,0.398,-5.089,0,0.0694,176.003,4.0,0.263,0,Kingdom Come,Demi Lovato
1514,0.915,0.487,388347,0.135,0.00353,2,0.686,-11.211,0,0.0434,105.854,5.0,0.23,0,The Shadow of Your Smile,Scott Hamilton
1985,0.00701,0.578,199080,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4.0,0.619,0,Shut Up and Dance,WALK THE MOON
528,0.00341,0.491,128187,0.935,0.348,1,0.121,-4.22,1,0.0343,157.993,4.0,0.964,1,Got No Money,FIDLAR
1189,0.0319,0.646,210960,0.795,0.0,9,0.267,-3.293,1,0.0976,89.99,4.0,0.791,0,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
1784,0.789,0.764,224987,0.348,0.0,9,0.0997,-7.98,1,0.0643,119.651,4.0,0.773,0,Simple Love Song,Anuhea
350,0.371,0.837,245581,0.492,0.0401,0,0.102,-7.792,1,0.354,85.951,4.0,0.407,1,It's Strange (feat. K.Flay),Louis The Child
928,0.0395,0.669,574800,0.904,0.406,11,0.116,-5.487,1,0.0598,107.83,4.0,0.921,1,Giant,The The
1945,0.573,0.498,200400,0.467,0.0,1,0.103,-7.283,1,0.03,117.78,4.0,0.402,0,Against All Odds (Take a Look at Me Now),Mariah Carey
1502,0.0909,0.583,199756,0.729,2.02e-05,6,0.367,-4.525,1,0.0314,144.994,4.0,0.313,0,Be There,Krewella
223,0.849,0.533,378253,0.213,0.565,3,0.449,-13.437,0,0.0342,80.004,4.0,0.196,1,Words I Don't Remember,How To Dress Well
782,0.000599,0.487,324807,0.68,0.0339,7,0.144,-8.497,0,0.0408,94.46,3.0,0.076,1,Your Soul,Hippie Sabotage
576,0.135,0.749,267307,0.647,0.0,2,0.142,-6.878,1,0.137,146.024,4.0,0.196,1,C'Est La Vie,Booba
972,0.0745,0.409,175480,0.532,0.00523,2,0.0795,-6.266,1,0.033,99.935,4.0,0.354,1,Gonna Die,Autre Ne Veut
1129,0.00898,0.499,229093,0.824,0.0,7,0.163,-4.741,1,0.0794,161.977,4.0,0.692,0,"Sugar, We're Goin Down",Fall Out Boy
1023,0.231,0.589,194413,0.809,0.0,3,0.0719,-5.292,1,0.0376,88.965,4.0,0.464,0,Yeah Boy,Kelsea Ballerini
1732,0.135,0.729,272360,0.914,0.000672,2,0.156,-4.043,1,0.041,127.907,4.0,0.918,0,Someone To Call My Lover,Janet Jackson
1914,0.16,0.609,294987,0.923,4.73e-06,9,0.295,-3.908,1,0.0338,115.996,4.0,0.96,0,Smooth,Santana
582,0.00207,0.931,255844,0.606,0.461,1,0.092,-8.366,1,0.269,94.018,4.0,0.865,1,Purp Walk,Lunice
1830,0.0367,0.608,297400,0.816,0.000554,1,0.116,-5.926,1,0.11,114.484,4.0,0.497,0,The Way You Make Me Feel,Michael Jackson
637,0.000839,0.802,334849,0.586,0.0212,5,0.0587,-6.245,1,0.103,128.011,4.0,0.407,1,For Your Love - Club Edit,The Partysquad
724,0.189,0.74,261360,0.798,0.00128,0,0.305,-6.55,1,0.146,119.964,4.0,0.574,1,You're Not Good Enough,Blood Orange
1312,5.73e-05,0.444,268187,0.943,0.00704,1,0.114,-4.955,0,0.09,119.945,4.0,0.292,0,Inferiority,Neberu
41,0.00356,0.76,186122,0.402,0.0,8,0.333,-8.751,1,0.164,147.028,4.0,0.069,1,I Don't Sell Molly No More,ILoveMakonnen
981,0.0369,0.448,258653,0.733,0.0425,3,0.169,-6.238,1,0.0292,142.008,4.0,0.404,1,Myth,Beach House
572,0.00855,0.714,155337,0.905,2.55e-05,8,0.146,-2.663,1,0.0289,125.927,4.0,0.824,1,I Love It (feat. Charli XCX) - Original Version,Icona Pop
1964,0.00513,0.685,267947,0.948,0.00347,9,0.17,-5.182,1,0.0457,104.881,4.0,0.627,0,MMMBop,Hanson
2013,0.0877,0.894,182182,0.892,0.00167,1,0.0528,-2.663,1,0.131,110.041,4.0,0.867,0,Candy,Dillon Francis
1097,0.00431,0.663,259196,0.92,1.69e-05,11,0.101,-4.07,0,0.226,99.935,4.0,0.521,0,Vente Pa' Ca,Ricky Martin
2015,0.00164,0.557,185600,0.992,0.677,1,0.0913,-2.735,1,0.133,150.011,4.0,0.623,0,First Contact,Twin Moons
1178,0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4.0,0.853,0,That's What I Like,Bruno Mars
837,0.103,0.835,389508,0.481,0.81,8,0.113,-9.606,1,0.136,121.993,4.0,0.304,1,What I Might Do - Club Mix,Ben Pearce
1695,0.0109,0.599,212013,0.677,8.04e-06,0,0.0612,-4.722,0,0.035,81.021,4.0,0.458,0,Crush,David Archuleta
1770,0.257,0.662,223440,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,4.0,0.652,0,My Boo,Usher
1215,0.0378,0.81,369627,0.793,1.82e-06,6,0.072,-9.404,0,0.0403,116.049,4.0,0.86,0,Get Lucky,Daft Punk
486,0.000299,0.697,238206,0.68,0.00674,2,0.125,-6.847,1,0.0318,98.002,4.0,0.288,1,On'n'On - Ruined by Rick Rubin,Justice
434,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4.0,0.592,1,Lonely Boy,The Black Keys
1362,2.54e-05,0.321,128340,0.751,0.235,9,0.109,-4.655,1,0.0543,110.182,4.0,0.174,0,Burning youth,Hyukoh
161,0.0111,0.563,176361,0.81,2.71e-05,8,0.142,-9.158,1,0.0372,99.996,4.0,0.767,1,Hercules Theme 2014,Hercules & Love Affair
598,0.00905,0.864,223071,0.86,0.0,11,0.183,-1.92,1,0.178,140.029,4.0,0.883,1,Piss Test (feat. Juicy J & Dany Brown),A-Trak
978,0.112,0.555,187000,0.699,0.00319,6,0.488,-7.871,0,0.105,170.02,4.0,0.544,1,Distant Heart,The Seshen
1094,0.547,0.76,210323,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,4.0,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21
1618,0.00259,0.66,254879,0.652,0.0,8,0.0673,-4.747,1,0.0582,127.977,4.0,0.167,0,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club
2012,0.00106,0.584,274404,0.932,0.00269,1,0.129,-3.501,1,0.333,74.976,4.0,0.211,0,Like A Bitch - Kill The Noise Remix,Kill The Noise
677,0.426,0.872,188347,0.541,0.000789,5,0.132,-5.911,1,0.103,95.971,4.0,0.653,1,Living,2 Chainz
1584,0.791,0.718,144733,0.315,0.0,6,0.228,-13.869,1,0.181,96.981,4.0,0.592,0,Biscuits in the Oven,Raffi
1345,2.21e-05,0.379,256114,0.979,0.877,9,0.453,-3.77,1,0.107,140.029,4.0,0.156,0,Temptress,Enterprise Earth
1256,0.000767,0.429,264320,0.636,5.14e-05,5,0.203,-7.684,1,0.0325,123.966,4.0,0.233,0,Say The Word,Hillsong United
741,0.000483,0.701,224200,0.829,0.00223,6,0.14,-5.749,0,0.0513,132.349,4.0,0.501,1,The Sound Of San Francisco - Progressive Album Mix,Global Deejays
145,0.937,0.772,220093,0.635,0.018,0,0.0961,-8.412,1,0.0536,168.039,4.0,0.592,1,Demon,Shamir
412,0.0106,0.346,301867,0.808,0.685,11,0.247,-5.791,0,0.0302,219.331,4.0,0.711,1,Lazuli,Beach House
1806,0.104,0.652,249960,0.621,5.3e-06,9,0.0382,-8.677,0,0.263,169.983,4.0,0.647,0,Video,India.Arie
1565,0.91,0.421,763467,0.0967,0.415,7,0.218,-16.441,0,0.0509,77.401,4.0,0.183,0,Gloomy Sunday,Branford Marsalis
218,0.119,0.583,202710,0.843,0.0,1,0.602,-7.416,0,0.409,108.066,5.0,0.422,1,They Come in Gold,Shabazz Palaces
1477,0.0533,0.599,288877,0.667,0.0,7,0.134,-4.267,1,0.0367,80.984,4.0,0.811,0,I'm the One,DJ Khaled
322,0.00236,0.733,232375,0.87,0.00102,0,0.327,-6.199,1,0.0624,118.449,4.0,0.657,1,Freak Connection - Edit,Cerrone
1325,0.000673,0.274,198011,0.925,0.156,1,0.47,-5.204,1,0.111,161.25,4.0,0.102,0,1208,Extortionist
360,0.0377,0.575,215973,0.691,0.563,5,0.0657,-7.595,0,0.0301,131.588,4.0,0.718,1,Ferus Gallery,Allah-Las
251,0.449,0.586,217120,0.658,0.368,10,0.109,-9.71,0,0.0457,144.933,4.0,0.276,1,Life Round Here,James Blake
1725,0.396,0.635,329907,0.53,0.0,8,0.118,-8.1,1,0.0328,116.631,4.0,0.204,0,On Bended Knee,Boyz II Men
541,0.000341,0.821,397166,0.902,0.909,11,0.0898,-7.203,1,0.0542,112.98,4.0,0.269,1,Get Up,Craig Bratley
281,0.0621,0.736,190440,0.539,0.0312,1,0.12,-8.316,1,0.0936,147.73,4.0,0.761,1,Zion Gate Dub,King Tubby
1759,0.0058,0.686,267947,0.952,0.00333,9,0.283,-5.169,1,0.0458,104.889,4.0,0.641,0,MMMBop,Hanson
1240,0.0342,0.511,284947,0.815,0.0,6,0.09,-6.317,0,0.048,128.004,4.0,0.245,0,Throne Room,Kim Walker-Smith
1569,0.899,0.461,477173,0.0389,0.015,0,0.0927,-20.482,1,0.0399,109.374,4.0,0.121,0,Dreamsville,David Halliday
444,0.158,0.714,187293,0.924,1.29e-05,10,0.91,-2.91,0,0.0662,77.516,4.0,0.897,1,Gucci Gucci,Kreayshawn
1330,1.2e-05,0.484,328000,0.98,0.188,0,0.779,-1.939,1,0.075,119.997,4.0,0.165,0,New World Slaughter,Iconoclast
1251,0.0107,0.619,220840,0.733,0.0,8,0.176,-5.055,1,0.0405,100.071,4.0,0.507,0,Brand New Life,Colton Dixon
1380,0.837,0.214,249727,0.484,9.66e-05,9,0.114,-5.44,1,0.0324,81.625,4.0,0.267,0,"지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서",Sentimental Scenery
296,0.379,0.535,293213,0.374,0.0464,9,0.0914,-8.83,1,0.0317,121.93,3.0,0.339,1,Hot Dreams,Timber Timbre
171,0.0109,0.584,243480,0.68,1.03e-06,9,0.129,-4.685,0,0.0524,104.89,4.0,0.326,1,Ego Free Sex Free,Autre Ne Veut
1891,0.000891,0.481,189333,0.94,0.0,7,0.0939,-5.204,1,0.066,96.493,4.0,0.643,0,Absolutely (Story of a Girl) - Radio Mix,Nine Days
1183,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4.0,0.372,0,Passionfruit,Drake
1975,8.67e-05,0.485,249067,0.911,0.0,3,0.092,-5.749,1,0.0355,89.956,4.0,0.55,0,If Today Was Your Last Day,Nickelback
1771,0.466,0.635,244160,0.54,0.0,7,0.0524,-8.122,1,0.0246,99.99,4.0,0.586,0,Don't Love You No More (I'm Sorry),Craig David
23,0.000596,0.224,132760,0.925,1.35e-06,11,0.0663,-1.71,0,0.0834,138.022,4.0,0.364,1,Girlfriend,Ty Segall
1007,0.202,0.732,156961,0.974,0.0,1,0.0853,-2.158,1,0.168,137.905,4.0,0.713,1,Cold,Stormzy
853,0.271,0.567,336800,0.851,0.0,1,0.569,-5.897,1,0.484,80.935,4.0,0.598,1,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School
755,0.0233,0.824,299960,0.572,8.19e-06,11,0.208,-4.868,1,0.0652,153.977,4.0,0.669,1,Collard Greens,ScHoolboy Q
372,0.0573,0.639,284080,0.749,0.0294,1,0.153,-5.916,0,0.0468,84.452,4.0,0.553,1,Star,Gary Clark Jr.
1948,0.453,0.511,406280,0.453,0.000212,3,0.0865,-6.803,0,0.0314,138.309,4.0,0.142,0,Earth Song - Remastered Version,Michael Jackson
676,0.003,0.766,227027,0.453,3.49e-05,6,0.0923,-6.651,0,0.067,100.002,4.0,0.346,1,"Hold On, We're Going Home",Drake
1580,0.311,0.677,236786,0.738,0.000144,6,0.138,-6.287,1,0.0467,98.963,4.0,0.561,0,The Best Crew,Tep No
1117,0.076,0.899,234320,0.626,0.0,6,0.0631,-4.228,0,0.292,88.007,4.0,0.871,0,Shaky Shaky,Daddy Yankee
1136,0.177,0.95,214648,0.412,0.0,1,0.077,-6.592,1,0.0731,121.019,4.0,0.741,0,Bad Liar,Selena Gomez
735,0.00626,0.807,442213,0.634,0.0288,11,0.0442,-9.035,1,0.0727,94.242,4.0,0.674,1,Don't Let It Get to Your Head,Black Harmony
1465,0.00129,0.823,207293,0.815,0.0494,11,0.599,-3.947,1,0.134,125.989,4.0,0.473,0,Chicken Soup,Skrillex
1764,0.0862,0.621,230733,0.579,0.0,9,0.0827,-8.574,1,0.221,82.897,4.0,0.415,0,Two Wrongs,Wyclef Jean
1555,0.748,0.52,341667,0.0748,0.633,8,0.102,-24.477,1,0.0497,107.327,4.0,0.134,0,The Man I Love,Marcus Roberts
942,1.65e-05,0.499,395200,0.506,0.941,9,0.0784,-16.778,0,0.149,186.328,3.0,0.367,1,Remember,Gino Soccio
1098,0.551,0.508,205600,0.687,3.41e-06,0,0.126,-4.361,1,0.326,180.044,4.0,0.565,0,Safari,J Balvin
1337,8.8e-06,0.399,267209,0.877,0.358,11,0.677,-5.418,0,0.0804,112.351,3.0,0.254,0,Manufactured Existence,Lord of War
568,0.0451,0.406,152040,0.74,0.722,0,0.637,-7.232,1,0.031,92.333,4.0,0.822,1,Borrowed Time,Parquet Courts
1239,0.0353,0.576,254262,0.686,6.68e-05,3,0.114,-6.032,1,0.0554,153.901,4.0,0.599,0,The Gospel,Ryan Stevenson
639,0.284,0.797,253187,0.508,0.00859,9,0.356,-8.154,0,0.0455,118.032,4.0,0.958,1,Slippin’,Quadron
1712,0.0987,0.614,201040,0.857,0.0,1,0.177,-4.171,0,0.111,164.146,4.0,0.655,0,Boyfriend,Big Time Rush
974,0.0475,0.606,228147,0.503,0.0,7,0.116,-6.678,0,0.155,80.04,4.0,0.325,1,GOT IT GOOD,KAYTRANADA
379,0.01,0.449,191425,0.416,0.122,0,0.0778,-5.571,1,0.0608,140.804,3.0,0.118,1,Pains,Silk Rhodes
860,0.517,0.691,445227,0.714,0.0164,1,0.178,-9.694,1,0.046,91.045,4.0,0.96,1,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo
887,0.000825,0.832,365747,0.496,0.825,11,0.114,-10.601,0,0.0597,117.741,4.0,0.854,1,Deeper Than Love,Colleen Green
910,0.643,0.729,261853,0.666,0.135,5,0.0947,-10.721,1,0.0525,109.554,4.0,0.872,1,Ohye Atar Gyan,Ebo Taylor
1388,0.414,0.574,299008,0.51,0.000213,7,0.0995,-7.63,1,0.0334,121.989,4.0,0.125,0,You Wouldn't Even Know,Flower Soo
982,0.655,0.507,194253,0.466,0.363,1,0.0929,-11.966,1,0.0862,157.013,4.0,0.0978,1,Weary,Solange
1550,0.886,0.386,348533,0.125,0.878,9,0.189,-19.892,0,0.0572,78.553,3.0,0.132,0,Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams"
254,0.0559,0.599,243589,0.645,0.108,0,0.0857,-6.098,1,0.0315,141.209,4.0,0.371,1,Clouds Over the Pacific,James Pants
1561,0.903,0.257,376573,0.216,0.134,8,0.0979,-16.266,0,0.0365,65.125,3.0,0.19,0,Isadora,Christian Scott
984,0.345,0.855,225181,0.605,0.0573,2,0.0757,-7.403,0,0.0637,114.999,4.0,0.676,1,Something About You,Hayden James
565,0.263,0.736,260413,0.58,0.663,5,0.101,-9.643,0,0.0485,140.04,4.0,0.144,1,Be A Body,Grimes
1237,0.912,0.361,277973,0.236,7.79e-05,6,0.0831,-7.781,1,0.0315,147.309,3.0,0.184,0,Clean,Natalie Grant
1823,0.00509,0.571,234147,0.89,0.0,9,0.0769,-1.6,1,0.0395,110.958,4.0,0.725,0,Just The Girl,The Click Five
257,0.539,0.689,171560,0.83,0.0,8,0.0882,-8.774,1,0.0954,140.732,4.0,0.822,1,Can You Get To That,Funkadelic
1020,0.819,0.64,227222,0.196,3.63e-05,4,0.0978,-11.478,1,0.0267,143.919,4.0,0.273,0,My Old Man,Zac Brown Band
813,0.114,0.665,216728,0.513,0.303,0,0.122,-7.314,1,0.331,100.344,3.0,0.0373,1,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus
814,0.000321,0.647,369235,0.793,0.833,3,0.401,-7.416,0,0.0454,130.007,4.0,0.188,1,Work - The Advent & Spiriakos Remix,ZZT
1890,0.16,0.561,295493,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4.0,0.509,0,What's Up?,4 Non Blondes
37,0.0565,0.853,205879,0.547,0.0,1,0.341,-7.535,1,0.194,142.065,4.0,0.677,1,Jumpman,Drake
1425,0.0273,0.501,269720,0.775,0.0,7,0.211,-6.248,0,0.436,85.929,4.0,0.615,0,Powers That Be,Rick Ross
375,0.111,0.615,196817,0.781,0.0,5,0.373,-4.838,0,0.203,105.967,4.0,0.664,1,Omen - Radio Edit,Disclosure
1812,0.00486,0.586,192720,0.637,2.97e-06,8,0.112,-6.621,1,0.0274,88.025,4.0,0.331,0,Eyes Wide Open,Sabrina Carpenter
1348,4.55e-05,0.162,200961,0.957,0.867,10,0.669,-6.229,0,0.147,96.822,5.0,0.119,0,Be My Valentine (feat. Dickie Allen),Brojob
9,0.00208,0.836,226840,0.603,0.0,7,0.571,-7.792,1,0.237,99.994,4.0,0.386,1,Digital Animal,Honey Claws
